payment_id,ticket_id,fecha_pago,store_id,caja_id,cajero_id,metodo_pago,importe_pagado,moneda,referencia_autorizacion,estado_pago,observaciones
PAY-0000413,T-500237,21 de septiembre de 2025 03:04,S004,CAJ01,EMP067,Contado,24.83,EUR,1F0FP8BPG,OK,
PAY-0000414,T-500238,2025-04-11 03:40:30,S004,CAJ07,EMP019,CC,"275,33",EUR,8NVQHL097FZR,OK,
PAY-0000415,T-500238,2025-04-11 03:40:30,s004,CAJ07,EMP019,Credit Card,"400,11",EUR,MUIW7J35,OK,
PAY-0000416,T-500239,31/10/25 13:50,S004,CAJ01,EMP080,Credit Card,921.02,EUR,1VJ35YRG29D2,OK,
PAY-0000417,T-500240,07/12/25 22:33,S001,CAJ02,EMP069,DEBITO,241.97 EUR,EUR,LCVHFWJFPPZJ,OK,
PAY-0000418,T-500240,07/12/25 22:33,S001,CAJ02,EMP069,Efectivo,1883.69,EUR,HMHVL66S,OK,
PAY-0000419,T-500241,2025-01-20 01:13:00,S002,CAJ07,EMP043,Cash,1456.05,EUR,NWZZG4C4,OK,
PAY-0000420,T-500242,05/05/25 14:42,S001,CAJ04,EMP057,tarjeta regalo,334.31,EUR,,OK,
PAY-0000421,T-500243,03/10/2025,S005,CAJ01,EMP021,Tarjeta (Débito),"527,16",EUR,LUEQ4D7D,OK,
PAY-0000422,T-500244,01/10/25 15:39,S002,CAJ04,EMP007,DEBITO,7.89,EUR,BZGFLIG5GK,OK,
PAY-0000423,T-500245,2025-11-22 07:29:00,S004,CAJ08,EMP045,CC,1127.26,EUR,HZS32D1JQB,OK,
PAY-0000424,T-500246,2025-07-19 08:07:40,S002,CAJ04,EMP035,Tarjeta credito,751.40,EUR,,OK,
PAY-0000425,T-500248,26/04/25 21:59,S005,CAJ06,EMP077,DC,€2054.73,EUR,,OK,
PAY-0000426,T-500249,05/05/25 02:45,S003,CAJ04,EMP077,CC,721.19,EUR,8L12QFAF,OK,
PAY-0000427,T-500249,05/05/25 02:45,S003,CAJ04,EMP077,Tarjeta Crédito,€30.87,eur,6Y3Z1DE1E,OK,
PAY-0000428,T-500250,05/09/25 21:30,S004,CAJ04,EMP029,Visa/Mastercard,€91.45,EUR,6XEGHPMXPKN,OK,
PAY-0000429,T-500250,2025-09-05,S004,CAJ04,EMP029,Tarjeta (Crédito),29.40,EUR,,OK,
PAY-0000430,T-500251,2025-03-13 02:19:00,S001,CAJ05,EMP072,GiftCard,151.91,EUR,Z48EGP15CA8,OK,
PAY-0000431,T-500252,03/12/25 11:22,S003,CAJ05,EMP016,DC,915.12,EUR,PQKBE0TOGT,OK,
PAY-0000432,T-500253,10/08/2025 03:13,S003,CAJ03,EMP026,cash,"1605,08",EUR,N9C70PA8,OK,
PAY-0000433,T-500254 ,2025-04-17 05:27:00,S003,CAJ03,,Cash,11.53,EUR,JYV6YJOAO,OK,
PAY-0000434,T-500254 ,17/04/25 05:27,S003,CAJ03,,Tarjeta Débito,€97.66,EUR,PVTRUML3F4RT,OK,
PAY-0000435,T-500255,11/10/25 18:14,S004,CAJ08,EMP005,Tarjeta (Débito),"1,166.01",EUR,UO11K09NTN,OK,
PAY-0000436,T-500256,17/08/25 14:48,S002,CAJ06,EMP014,EFECTIVO,804.33,EUR,XYWWSTIO,OK,
PAY-0000437,T-500257,2025-03-15 04:15:28,S005,CAJ03,EMP063,Tarjeta credito,760.23 EUR,EUR,VSCUOAVFW,OK,
PAY-0000438,T-500257,2025-03-15 04:15:28,S005,CAJ03,EMP063,Tarjeta (Crédito),1027.54,EUR,LK6HQIV92,OK,
PAY-0000439,T-500258,06/09/25 16:13,S005,CAJ02,EMP005,Contado,406.07,EUR,5TZV9ZP3C3,OK,
PAY-0000440,T-500259,2025-04-09 03:59:00,S001,CAJ02,EMP049,Debit Card,200.15,EUR,HDXC6RIJKQ2,OK,
PAY-0000441,T-500260,28/08/2025 21:21,S005,CAJ03,EMP014,Tarjeta (Crédito),572.42,EUR,FKNWBHKVJ,OK,
PAY-0000442,T-500261,22/03/25 15:50,S003,CAJ05,EMP071,BIZUM,307.25,EUR,MLIK22XM,OK,
PAY-0000443,T-500261,22/03/2025 15:50,S003,CAJ05,EMP071,Cash,474.83,EUR,SJ84TC2QSI,OK,
PAY-0000444,T-500261,22/03/2025 15:50,S003,CAJ05,EMP071,CC,€808.05,EUR,6EKHI1RD,OK,
PAY-0000445,T-500262,08/09/25 05:39,s002,CAJ02,EMP013,Credit Card,396.06,EUR,9JOJWLRKXJT,OK,
PAY-0000446,T-500263,22/10/25 10:58,S003,CAJ06,EMP015,Visa/Mastercard,€1233.84,EUR,3GDILK1QY7HY,OK,
PAY-0000447,T-500264,2025-06-05,S005,CAJ02,EMP044,Tarjeta credito,326.14,EUR,L03LLU1A7,OK,
PAY-0000448,T-500265,20/12/25 21:14,S002,CAJ01,EMP021,Tarjeta credito,609.13,EUR,4DILRZQ8BXY,OK,
PAY-0000449,T-500266,2025-01-25 14:20:05,S002,CAJ08,EMP053,TARJETA_REGALO,143.67,EUR,,OK,
PAY-0000450,T-500267,14/09/25 23:36,S005,CAJ06,EMP080,Credit Card,1226.41,EUR,,OK,
PAY-0000451,T-500268,2025-12-04 16:49:00,S005,CAJ03,EMP061,Debit Card,"722,77",EUR,,OK,
PAY-0000452,T-500269,29 de noviembre de 2025 15:59,S004,CAJ02,EMP074,Tarjeta Crédito,"378,24",EUR,24D7V911P,OK,
PAY-0000453,T-500270,05/09/25 14:17,S001,CAJ01,EMP078,bizum,"29,39",EUR,LF4V1TXH3,OK,
PAY-0000454,T-500270,2025-09-05 14:17:00,S001,CAJ01,EMP078,Tarjeta credito,202.17,EUR,8LLIHKPJ7H,OK,
PAY-0000455,T-500271,2025-10-06 07:44:00,S001,CAJ08,EMP080,TARJETA_REGALO,538.48,EUR,0E1ERV0LG92M,OK,
PAY-0000456,T-500271,06/10/25 07:44,S001,CAJ08,EMP080,Efectivo,338.32,EUR,X35A806B,OK,
PAY-0000457,T-500272,2025-07-11 05:42:25,S003,CAJ06,EMP006,Contado,"257,80",EUR,,OK,
PAY-0000458,T-500273,19/01/25 01:24,S002,CAJ04,EMP014,Tarjeta Regalo,1407.29,EUR,NVSFA6D9ER94,OK,
PAY-0000459,T-500274,2025-06-18 02:05:00,S005,,EMP007,Tarjeta (Débito),"365,45",EUR,ICDO5DIGX,OK,
PAY-0000460,T-500275,25/08/2025 12:13,S002,CAJ06,EMP050,DC,272.46,EUR,AW4IOAR4G,OK,
PAY-0000461,T-500276,2025-10-04 11:08:00,S002,CAJ05,EMP071,Tarjeta credito,896.38,EUR,YMSCNX8E,OK,
PAY-0000462,T-500277,15/08/25 08:08,S002,CAJ06,EMP046,Contado,344.51,EUR,1H0S2UTBT,OK,
PAY-0000463,T-500278,22/01/2025 23:35,S004,CAJ02,EMP019,Tarjeta credito,171.86,EUR,86QE7AJUL7W8,OK,
PAY-0000464,T-500278,22/01/25 23:35,S004,CAJ02,EMP019,TARJETA CREDITO,75.52,EUR,C8J6E07FPY,OK,
PAY-0000465,T-500278,22/01/25 23:35,S004,CAJ02,EMP019,Tarjeta debito,"583,91",EUR,51Z58B4J,OK,
PAY-0000466,T-500279,2025-12-04 04:13:00,S002,CAJ01,EMP058,Visa/Mastercard,395.49,EUR,406XLYJMAZ,OK,
PAY-0000467,T-500280,2025-11-03 01:43:00,S003,CAJ01,EMP050,Debit Card,4460.90,EUR,,OK,
PAY-0000468,T-500281,18/03/25 07:13,S004,CAJ06,EMP070,TARJETA CREDITO,101.15,EUR,YAUA8D7204J,OK,
PAY-0000469,T-500281,2025-03-18 08:10:00,S004,CAJ06,EMP070,DC,7.08,EUR,12GRDMT28LL,OK,
PAY-0000470,T-500282,15/08/25 19:08,S001,CAJ07,EMP034,CC,€180.22,EUR,ZU1TOZHDV5OJ,OK,
PAY-0000471,T-500283,2025-01-29,S005,CAJ05,EMP074,Credit Card,442.25,EUR,IIXHAIAW4,OK,
PAY-0000472,T-500284,25/04/25 00:18,S004,CAJ04,EMP043,Credit Card,104.39€,EUR,,OK,
PAY-0000473,T-500285,05/04/25 16:38,S001,CAJ06,EMP079,bizum,€214.67,EUR,ZXT9QUBWRP,OK,
PAY-0000474,T-500286,17/07/2025,S005,CAJ01,EMP048,CC,1537.83,EUR,,OK,
PAY-0000475,T-500287,2025-06-14,S005,CAJ02,EMP028,cash,573.54,EUR,T00IV1GG,OK,
PAY-0000476,T-500288,2025-01-29 10:43:00,S001,CAJ03,EMP043,Tarjeta Crédito,"220,02",EUR,GOI9WM1S,OK,
PAY-0000477,T-500289,15/02/25 22:41,S004,CAJ07,EMP003,Efectivo,"152,59",EUR,9DYFNGP41,OK,
PAY-0000478,T-500289,15/02/25 22:41,S004,CAJ07,EMP003,cash,126.97,EUR,S6RV9777TNQE,OK,
PAY-0000479,T-500289,15/02/25 22:41,S004,CAJ07,EMP003,Tarjeta Débito,102.63,EUR,DSXLSUTOTHLQ,OK,
PAY-0000480,T-500290,20/04/25 07:55,S001,CAJ02,EMP039,TARJETA_REGALO,"236,98",EUR,LV6TX0TB,OK,
PAY-0000481,T-500291,2025-12-11 11:14:06,S002,CAJ05,EMP019,Efectivo,€67.31,EUR,XA7HY7AI3399,OK,
PAY-0000482,T-500291,2025-12-11 11:14:06,S002,CAJ05,EMP019,Voucher,142.88,EUR,,OK,
PAY-0000483,T-500291,2025-12-11 11:14:06,S002,CAJ05,EMP019,Tarjeta (Crédito),10.25,EUR,EYCEF2CTG08,OK,
PAY-0000484,T-500292,18/10/25 14:37,S001,CAJ07,EMP011,TARJETA CREDITO,401.45,EUR,BNDYCPN0P,OK,
PAY-0000485,T-500293,9 de agosto de 2025 07:33,S002,CAJ05,EMP024,EFECTIVO,224.82,EUR,FKCGGXP5CIT,OK,
PAY-0000486,T-500294,2025-05-09 11:45:00,S003,CAJ05,EMP075,Tarjeta Débito,151.24,EURO,41BTA3RU,OK,
PAY-0000487,T-500294,09/05/25 11:45,S003,CAJ05,EMP075,Efectivo,21.47,EUR,IK08NJF0PK,OK,
PAY-0000488,T-500294,09/05/2025 11:45,S003,CAJ05,EMP075,Visa/Mastercard,17.05,EUR,QMXETIZU802,OK,
PAY-0000489,T-500295,2025-06-16 08:06:51,S005,CAJ03,EMP047,Tarjeta (Crédito),"240,62",EUR,,OK,
PAY-0000490,T-500295,2025-06-16 08:06:51,S005,CAJ03,EMP047,Cash,162.81,EUR,2HOQ5E7L7W05,OK,
PAY-0000491,T-500296,28/10/25 21:21,S003,CAJ06,EMP060,Tarjeta Crédito,1554.11,EUR,ZKDU6FOTWF,OK,
PAY-0000492,T-500297,13/12/2025 11:01,S002,CAJ04,EMP010,Gift Card,47.93,EUR,88U595CE,OK,
PAY-0000493,T-500297,13/12/25 11:01,S002,CAJ04,EMP010,Tarjeta Crédito,39.22,EUR,A6PG4GKS6R6,OK,
PAY-0000494,T-500297,13/12/25 11:01,S002,CAJ04,EMP010,EFECTIVO,"51,49",EUR,AUKHQNZJNNS9,OK,
PAY-0000495,T-500298,28/03/2025,S001,CAJ08,EMP020,TARJETA CREDITO,"1038,60",EUR,GCUIDC00,OK,
PAY-0000496,T-500299,11/03/2025 00:00,S002,,EMP018,Contado,"313,23",EUR,,OK,
PAY-0000497,T-500300,21/07/25 03:02,S004,CAJ05,EMP006,Tarjeta Débito,388.80,EUR,AGHFT9ZZCGL9,OK,
PAY-0000498,T-500301,10/08/25 10:16,S005,CAJ05,EMP034,CC,"2.869,36",EUR,,OK,
PAY-0000499,T-500302,2025-05-14 23:56:00,S004,CAJ04,EMP046,TARJETA_REGALO,391.90,EUR,L9GVBMQQ749,OK,
PAY-0000500,T-500303,15/02/2025 22:55,S003,CAJ03,EMP078,Tarjeta credito,2649.68,EUR,,OK,
PAY-0000501,T-500304,02/09/25 11:44,s004,CAJ01,EMP076,DEBITO,497.50,EUR,,OK,
PAY-0000502,T-500305,2025-07-03 01:53:30,S001,CAJ05,EMP028,tarjeta regalo,€586.35,EUR,EK035N8CQPHL,OK,
PAY-0000503,T-500306,2025-08-20,S002,CAJ05,EMP044,Cash,443.30,EUR,L5NFLTQ6,OK,
PAY-0000504,T-500307,07/12/25 21:14,S002,CAJ03,EMP079,Credit Card,49.81,EUR,RL5H3G7VKC,OK,
PAY-0000505,T-500309,02/02/25 13:14,S005,CAJ03,EMP030,Vale Devolución,233.37,EUR,V1DJJZQFE,OK,
PAY-0000506,T-500310,11/02/25 09:25,,CAJ04,EMP041,Contado,€582.55,EUR,CZECCFS7I19M,OK,
PAY-0000507,T-500310,11/02/25 09:25,,CAJ04,EMP041,Credit Card,6137.10,EUR,,OK,
PAY-0000508,T-500311,05/08/25 12:51,S003,CAJ07,EMP053,Efectivo,324.16,EUR,RYZTBVHUAZ,OK,
PAY-0000509,T-500312,2025-03-04 20:02:23,S002,CAJ02,EMP058,Tarjeta debito,167.18,EUR,BVXSOGB205H,OK,
PAY-0000510,T-500312,2025-03-04 20:02:23,S002,CAJ02,EMP058,TARJETA_REGALO,17.70,EUR,AA34H8NL9VFR,OK,
PAY-0000511,T-500313,2025-08-22 02:41:00,S001,CAJ01,EMP019,Tarjeta (Crédito),"71,79",EUR,80NKXKBEF,OK,
PAY-0000512,T-500313,2025-08-22,S001,CAJ01,EMP019,Tarjeta credito,1775.91,EUR,5UUJZR0FCYB,OK,
PAY-0000513,T-500313,22/08/25 02:41,S001,CAJ01,EMP019,Efectivo,€3025.58,EUR,8GY39BU4UZ,OK,
PAY-0000514,T-500314,20 de junio de 2025 11:30,S005,CAJ01,EMP023,tarjeta regalo,€1686.55,EUR,QMK31RTMPV,OK,
PAY-0000515,T-500314,20 de junio de 2025 11:30,S005,CAJ01,EMP023,TARJETA CREDITO,"114,84",EUR,,OK,
PAY-0000516,T-500315,2025-02-03 17:26:00,S002,CAJ01,EMP001,EFECTIVO,1061.84,EUR,0Y2RL4N7S,OK,
PAY-0000517,T-500316,17/03/2025 14:34,,CAJ06,EMP036,Credit Card,"1.518,48",EUR,KHW8GAKH3YC,OK,
PAY-0000518,T-500317,2025-06-21 22:54:10,S001,CAJ05,EMP074,Tarjeta Crédito,"472,71",EUR,5NTDYWM8RAB,OK,
PAY-0000519,T-500318,2025-09-04 02:57:21,S004,CAJ01,EMP034,Contado,115.34,EUR,YVYBSCGJ,OK,
PAY-0000520,T-500319,18 de octubre de 2025 19:12,,CAJ05,EMP012,Visa/Mastercard,"145,53",EUR,IN0XGNKI5VR,OK,
PAY-0000521,T-500320,2025-03-22 07:18:59,S002,CAJ04,EMP031,Tarjeta Crédito,"392,75",EUR,ZCD5XRSI7EAD,OK,
PAY-0000522,T-500320,2025-03-22 07:18:59,S002,CAJ04,EMP031,Efectivo,"316,17",EUR,EZAC2EXVA5,OK,
PAY-0000523,T-500321,11/07/25 04:56,S004,CAJ01,EMP048,EFECTIVO,"123,32",EUR,UI14NIJC,OK,
PAY-0000524,T-500321,2025-07-11 06:21:00,S004,CAJ01,EMP048,Tarjeta debito,180.33,EUR,X1FVK1PBCD6,OK,
PAY-0000525,T-500322,30/07/2025,S002,CAJ03,EMP055,Credit Card,350.66,EUR,7VXUQDRMSWJJ,OK,
PAY-0000526,T-500323,09/02/25 03:02,S005,CJ01,EMP027,tarjeta regalo,594.05,EUR,2YGYZTHQS,OK,
PAY-0000527,T-500324,05/06/25 13:47,S002,CAJ04,EMP048,Tarjeta debito,"2,163.10",EUR,39AG77Q9VJU,OK,
PAY-0000528,T-500326,2025-11-13 02:06:00,S003,CAJ01,EMP021,Credit Card,"131,46",EUR,H6UAMWJPIWU,OK,
PAY-0000529,T-500327,2025-12-03 20:27:00,S005,CAJ05,EMP053,Tarjeta debito,52.34,EUR,IOIV67KA,OK,
PAY-0000530,T-500327,03/12/2025 20:27,S005,CAJ05,EMP053,Vale,"277,47",EUR,,OK,
PAY-0000531,T-500328,28 de mayo de 2025 23:50,S003,CAJ08,EMP058,Tarjeta debito,"2,63",EUR,GOHMJZ6N58Y,OK,
PAY-0000532,T-500328,28 de mayo de 2025 23:50,S003,CAJ08,EMP058,Cash,"295,97",EUR,DJIN9RG4XV3,OK,
PAY-0000533,T-500329,14/05/25 10:49,S004,CAJ07,EMP010,Vale Devolución,"169,72",EUR,IDBX287G,OK,
PAY-0000534,T-500330,18 de febrero de 2025 13:27,S003,CAJ08,EMP024,Tarjeta debito,2380.83,EUR,IA41SASCE,OK,
PAY-0000535,T-500330,18 de febrero de 2025 13:27,S003,CAJ08,EMP024,Efectivo,"1143,56",EUR,1CNAQ2YOTOS8,OK,
PAY-0000536,T-500331,23/07/25 11:52,S001,CAJ08,EMP004,Visa/Mastercard,388.34,EUR,AR1H11QV1F,OK,
PAY-0000537,T-500332,2025-09-15 00:00:00,S003,CAJ03,EMP022✓,Tarjeta debito,110.01,EUR,QNXPVMSR75,OK,
PAY-0000538,T-500333,06/09/25 11:14,S005,CAJ08,EMP073,Contado,€23.60,EUR,V51PSXT0S9F3,OK,
PAY-0000539,T-500334,25/09/25 02:28,S03,CAJ03,EMP061,Visa/Mastercard,243.30,EUR,9H9FB02H6F,OK,
PAY-0000540,T-500334,2025-09-25 02:28:00,S03,CAJ03,EMP061,cash,232.06,EUR,,OK,
PAY-0000541,T-500335,2025-03-05 09:46:55,S005,CAJ07,EMP056,Tarjeta debito,150.35,EUR,,OK,
PAY-0000542,T-500336,10/06/25 08:32,S005,CAJ05,EMP069,Tarjeta (Crédito),479.10,EUR,LCFR7CL6P3FR,OK,
PAY-0000543,T-500337,2025-02-09 18:10:00,S002,CAJ03,EMP069✓,Bizum,907.15 EUR,EUR,FP672ZFB,OK,
PAY-0000544,T-500338,13 de enero de 2025 07:48,S003,CAJ08,EMP060,cash,119.43,EUR,3GGO9DVW,OK,
PAY-0000545,T-500339,2025-06-22 00:41:00,S003,CAJ01,EMP032,Tarjeta Crédito,"256,89",EUR,LX3P724XHQZB,OK,
PAY-0000546,T-500340,17/01/25 09:12,S002,CAJ05,EMP021,TARJETA_REGALO,1099.86,EUR,XNOMB42O3Q8,OK,
PAY-0000547,T-500341,2025-11-05,S002,CAJ04,EM042,tarjeta regalo,"4222,88",EUR,IV86ZP1WZ,OK,
PAY-0000548,T-500342,2025-08-29 06:11:16,S002,CAJ02,EMP064,Debit Card,1091.50,EUR,QZTT1BLO,OK,
PAY-0000549,T-500343,20/06/25 09:09,S002,CAJ06,EMP045,Debit Card,"147,60",EUR,AIH3IABC2T,OK,
PAY-0000550,T-500346,01/03/25 20:36,S003,CAJ07,EMP064,Tarjeta (Crédito),"1384,82",EUR,GXAPLIRD70,OK,
PAY-0000551,T-500347,10/08/25 18:13,S002,CAJ04,EMP025,Tarjeta credito,420.88,EUR,C11JG1MS4,OK,
PAY-0000552,T-500349,31/01/25 06:24,S001,CAJ05,EMP010,CC,1955.17,EUR,F3TR7WB42P,OK,
PAY-0000553,T-500350,10/02/25 23:27,S005,CAJ03,EMP072,EFECTIVO,734.64,EUR,GUAXNM0ALQE,OK,
PAY-0000554,T-500351,22/06/25 01:10,S002,CAJ06,EMP069,CC,329.67,EUR,Z39K499NR,OK,
PAY-0000555,T-500351,2025-06-22 01:33:00,S002,CAJ06,EMP069,Tarjeta credito,"500,48",EUR,GH2IJ4TT,OK,
PAY-0000556,T-500352,2025-05-26 16:41:00,S004,CAJ06,EMP073,GiftCard,"514,00",EUR,,OK,
PAY-0000557,T-500353,2025-03-28 04:08:02,S001,CAJ01,,Credit Card,55.06,EUR,HZG85S9ASJ2,OK,
PAY-0000558,T-500354,23/02/25 18:03,S005,CAJ03,EMP059,Tarjeta Crédito,"282,61",EUR,AEV0YU3U8IZ,OK,
PAY-0000559,T-500355,2025-02-07,S001,CAJ08,EMP074,Efectivo,"792,18",EUR,5LOXYPHW,OK,
PAY-0000560,T-500358,17/10/25 10:50,S003,CAJ03,EMP011,Tarjeta (Débito),"822,91",EUR,KPA2TVMXQY,OK,
PAY-0000561,T-500358,17/10/25 10:50,S003,CAJ03,EMP011,Tarjeta credito,207.43,EUR,ZSYJX20AU5,OK,
PAY-0000562, T-500359 ,28/01/2025 19:46,S002,CAJ04,EMP068,Tarjeta (Crédito),14.42,EUR,RG0ZPZJH,OK,
PAY-0000563,T-500359,2025-01-28 19:46:00,S002,CAJ04,EMP068,Tarjeta (Débito),€65.42,EUR,RPUYD6I5HO,OK,
PAY-0000564,T-500360,7 de marzo de 2025 17:34,S003,CAJ06,EMP004,CC,122.28,EUR,,OK,
PAY-0000565,T-500361,2025-08-30 04:09:44,S003,CAJ02,EMP007,DC,0.40,EUR,25DSIUAZ7,OK,
PAY-0000566,T-500361,2025-08-30 04:09:44,S003,CAJ02,EMP007,Efectivo,"33,41",EUR,HKCQWB00N,OK,
PAY-0000567,T-500362,02/08/25 03:11,S003,CAJ04,EMP067,Credit Card,"656,18",EUR,JSTY87679,OK,
PAY-0000568,T-500362,2025-08-02,S003,CAJ04,EMP067,Vale Devolución,€2183.25,EUR,HK1QDU2E,OK,
PAY-0000569,T-500363,28 de agosto de 2025 23:50,S005,CAJ03,EMP026,Tarjeta (Crédito),"407,38",EUR,,OK,
PAY-0000570,T-500364,03/10/2025,S01,CAJ07,EMP049,Financiacion,1606.10,EUR,PPWC1QY9MBAA,OK,
PAY-0000571,T-500364,03/10/2025,S01,CAJ07,EMP049,DC,123.25,EUR,,OK,
PAY-0000572,T-500365,2025-01-08 03:14:00,S001,CAJ05,EMP051,Contado,870.62,EUR,6CG1S2LQSQBB,OK,
PAY-0000573,T-500366,13/05/25 17:40,S004,CAJ01,EMP036,Visa/Mastercard,€499.61,EUR,2NBZWBHO4,OK,
PAY-0000574,T-500367,30/07/25 13:59,S002,CAJ07,EMP078,Tarjeta Regalo,651.07,EUR,WJ4G8R7SN1,OK,
PAY-0000575,T-500367,30/07/25 13:59,S002,CAJ07,EMP078,Tarjeta (Crédito),114.58,EUR,IPZN0THL,OK,
PAY-0000576,T-500368,08/08/2025 08:43,S005,CAJ07,EMP019,Debit Card,9.60 EUR,EUR,86ADNOKKU,OK,
PAY-0000577,T-500368,08/08/2025 08:43,S005,CAJ07,EMP019,DEBITO,211.09,EUR,,OK,
PAY-0000578,T-500369,28/04/2025 00:26,S002,CAJ06,EMP053,Tarjeta (Débito),€89.77,EUR,33DZQQ5EB,OK,
PAY-0000579,T-500370,24/08/25 04:38,S001,CAJ01,EMP079,Tarjeta (Débito),799.26,EUR,,OK,
PAY-0000580,T-500371,31/05/25 11:23,S004,CAJ08,EMP048,Tarjeta (Crédito),,EUR,MWR03V8675Y,OK,
PAY-0000581,T-500371,31/05/25 11:23,S004,CAJ08,EMP048,CC,14.23,EUR,OR4V1OG07,OK,
PAY-0000582,T-500372,20/06/2025 16:01,S002,CAJ04,EMP009,Credit Card,167.85,EUR,7P80SD0P477,OK,
PAY-0000583,T-500373,2025-07-23 23:30:00,S004,CAJ07,EMP074,tarjeta regalo,256.12,EUR,3SGUR4PU,OK,
PAY-0000584,T-500373,2025-07-23,S004,CAJ07,EMP074,Cupon,173.04,EUR,KRYT6EBIN0,OK,
PAY-0000585,T-500374,20/01/2025,S005,CAJ01,EMP067,Efectivo,163.67,EUR,ZWW1UN2KTVV0,OK,
PAY-0000586,T-500375,08/09/25 22:06,S003,CAJ01,EMP019,CC,€18.36,EUR,,OK,
PAY-0000587,T-500376,2025-12-15 05:04:00,S002,CAJ06,EMP023,Tarjeta credito,"1974,61",EUR,19BP0L70SHY,OK,
PAY-0000588,T-500377,2025-05-30 03:57:00,S001,CAJ08,EMP011,CC,"246,43",EUR,B22O1TFXDT,OK,
PAY-0000589,T-500378,04/10/2025 12:45,S005,CAJ03,EMP019,EFECTIVO,2675.12,EUR,2LSWBB8RIA4P,OK,
PAY-0000590,T-500379,2025-07-13 06:37:00,S002,CAJ01,EM033,Efectivo,43.73,EUR,WC0BOGWHUP,OK,
PAY-0000591,T-500380,09/12/25 14:24,S004,CAJ08,,Tarjeta credito,"110,64",EUR,0RWRNBFZ,OK,
PAY-0000592,T-500380,09/12/25 14:24,S004,CAJ08,,Visa/Mastercard,"469,22",EUR,,OK,
PAY-0000593,T-500381,24 de diciembre de 2025 10:36,S003,CAJ01,EMP078,TARJETA CREDITO,150.70,EUR,E1ISYERUMEH,OK,
PAY-0000594,T-500382,06/02/2025,S005,CAJ08,EMP047,TARJETA CREDITO,"446,62",EUR,OT760RS6,OK,
PAY-0000595,T-500383,10/06/2025 17:36,S001,CAJ03,EMP036,Cash,2543.22,EUR,,OK,
PAY-0000596,T-500384 ,12/08/25 08:43,S005,CAJ05,EMP041,Tarjeta Crédito,947.46,EUR,,OK,
PAY-0000597,T-500385,2025-01-10 07:34:23,,CAJ04,,Cash,"2257,26",EUR,YXAM97YOFCX,OK,
PAY-0000598,T-500386,2025-04-09,S005,CJ04,EMP026,TARJETA CREDITO,522.10,EUR,,OK,
PAY-0000599,T-500387,2025-05-12 05:47:00,S005,CAJ01,EMP025,Tarjeta (Crédito),€37.49,EUR,SWXKQTQ36ZPM,OK,
PAY-0000600,T-500387,12/05/25 05:47,S005,CAJ01,EMP025,Tarjeta Crédito,€56.64,EUR,,OK,
PAY-0000601,T-500388,2025-01-22 18:09:55,S005,CAJ08,EMP053,Cash,"51,48",EUR,LSOGWIBJB6M9,OK,
PAY-0000602,T-500388,2025-01-22 18:09:55,S005,CAJ08,EMP053,CC,€77.86,EUR,OVHM3KWWETUJ,OK,
PAY-0000603,T-500388,22/01/2025 20:04,S005,CAJ08,EMP053,Contado,€508.68,EUR,G8O8G8HZMVY,OK,
PAY-0000604,T-500389,2025-05-26 17:29:00,S003,CAJ03,EMP004,Tarjeta Crédito,359.69,EUR,ALW563C36,OK,
PAY-0000605,T-500389,26/05/25 17:29,S003,CAJ03,EMP004,CC,41.50 EUR,EUR,LLD0N53R,OK,
PAY-0000606,T-500390,2025-05-25 07:24:00,S003,CAJ05,EMP064,Credit Card,"913,93",EUR,W8EVRC0ERJE,OK,
PAY-0000607,T-500391,2025-05-13 02:06:00,S001,CAJ01,EMP065,DEBITO,423.20,EUR,5EZS96KW0P,OK,
PAY-0000608,T-500391,2025-05-13 02:06:00,S001,CAJ01,EMP065,Credit Card,"322,49",EUR,,OK,
PAY-0000609,T-500392,05/10/25 03:57,S005,CAJ03,EMP005,Tarjeta Crédito,314.50,EUR,RSWP0YKKSW,OK,
PAY-0000610,T-500393,23/03/25 11:54,S001,CAJ05,EMP040,Tarjeta credito,"1594,88",EUR,7K8CH3Z3D,OK,
PAY-0000611,T-500394,16/04/25 06:23,S01,CAJ02,EMP045,CC,,EUR,1OZXGGMQJ,OK,
PAY-0000612,T-500395,2025-01-21 21:27:04,S001,CAJ08,EMP007,Tarjeta debito,2709.23,EUR,Z8XGQHPZH,OK,
PAY-0000613,T-500396,18/09/2025,S004,CAJ05,EMP026,Tarjeta (Crédito),427.16,EUR,ITIFXZIU6H,OK,
PAY-0000614,T-500398,29/06/25 03:05,S003,CAJ01,EMP015,Cash,717.85,EUR,6V4UAUPFL,OK,
PAY-0000615,T-500399,18/08/25 08:11,S001,CAJ02,EMP069,Credit Card,120.34,EUR,00BGBB1R3YQ,OK,
PAY-0000616,T-500399,18/08/25 08:11,S001,CAJ02,EMP069,Tarjeta (Débito),"73,27",EUR,,OK,
PAY-0000617,T-500400,2025-04-02 17:07:04,S005,CAJ07,EMP044,Vale,6.57,EUR,,OK,
PAY-0000618,T-500400,2025-04-02 19:05:04,S005,CAJ07,EMP044,EFECTIVO,100.10,EUR,36U9CYRVEOW0,OK,
PAY-0000619,T-500401,2025-06-07 14:16:17,S005,CAJ02,EMP023,Tarjeta (Débito),"888,68",EUR,0X717HW0B,OK,
