fact_id,source_system,source_file,canal_origen,canal_movimiento,tipo_movimiento,es_devolucion,fecha_movimiento_raw,fecha_movimiento,store_id_raw,store_id_std,doc_tipo,doc_id_raw,doc_id_std,line_id_raw,line_id_std,return_id,customer_id_raw,customer_id_std,flag_customer_in_crm,product_id_raw,product_id_std,flag_product_in_master,descripcion_producto,categoria,subcategoria,cantidad_raw,cantidad_signed,cantidad_abs,precio_unitario_raw,precio_unitario_num,descuento_pct_raw,descuento_pct_num,descuento_importe_raw,descuento_importe_num,importe_linea_raw,importe_signed_num,importe_abs_num,moneda,iva_pct,coste_unitario_num,coste_total_num,margen_bruto_num,metodo_pago,estado_pedido,origen,ticket_id_original,ticket_line_id_original,order_id_original,order_line_id_original,motivo_devolucion,metodo_devolucion,caja_id,cajero_id,flag_fecha_parseada,flag_importe_parseado,nombre_producto,precio_venta_num,estado_producto
F001868,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-08 23:45:57,2025-03-08 23:45:57,ONLINE,ONLINE,ORDER,O-202400629,O-202400629,OL-0001855,OL-0001855,,c0006,C0006,1,P1022,P1022,1,Armario Aurora 120cm,Muebles,Armarios,1,1.0,1.0,745.97,745.97,,,,,745.97,745.97,745.97,EUR,21,537.32,537.32,208.64999999999998,ContraReembolso,Entregado,marketplace,,,O-202400629,OL-0001855,,,,,1,1,Armario Aurora 120cm,827.7,Activo
F001869,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,03/04/2024 00:21,2024-04-03 00:21:00,ONLINE,ONLINE,ORDER,O-202400630,O-202400630,OL-0001856,OL-0001856,,C0040,C0040,1,P1047,P1047,1,Sofá Atlas 3 plazas,Muebles,Sofás,2,2.0,2.0,520,520.0,10,10.0,"103,91",103.91,"935,19",935.19,935.19,EUR,21,253.03,506.06,429.13000000000005,Tarjeta,En preparación,web,,,O-202400630,OL-0001856,,,,,1,1,Sofá Atlas 3 plazas,508.08,Activo
F001870,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,03/04/2024 00:21,2024-04-03 00:21:00,ONLINE,ONLINE,ORDER,O-202400630,O-202400630,OL-0001857,OL-0001857,,C0040,C0040,1,P1015,P1015,1,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,1.0,1.0,81.84,81.84,10,10.0,8.18,8.18,73.66,73.66,73.66,EUR,21,30.57,30.57,43.089999999999996,Tarjeta,En preparación,web,,,O-202400630,OL-0001857,,,,,1,1,"Bombilla Vintage ""Star""",83.13,Activo
F001871,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,03/04/2024 00:21,2024-04-03 00:21:00,ONLINE,ONLINE,ORDER,O-202400630,O-202400630,OL-0001858,OL-0001858,,C0040,C0040,1,P1041,P1041,1,Vela Luna ★,Decoración,Velas,1,1.0,1.0,110.28,110.28,10,10.0,11.03,11.03,€99.25,99.25,99.25,EUR,21,51.47,51.47,47.78,Tarjeta,En preparación,web,,,O-202400630,OL-0001858,,,,,1,1,Vela Luna ★,120.85,Activo
F001872,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,21/01/2024 07:25,2024-01-21 07:25:00,ONLINE,ONLINE,ORDER,O-202400631,O-202400631,OL-0001859,OL-0001859,,,,0,P1035,P1035,1,Manta Brisa Set 2 uds,Textil hogar,Mantas,2,2.0,2.0,215.92,215.92,20,20.0,86.37,86.37,"345,47",345.47,345.47,EUR,21,79.47,158.94,186.53000000000003,Tarjeta,Entregado,web,,,O-202400631,OL-0001859,,,,,1,1,Manta Brisa Set 2 uds,218.12,Activo
F001873,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,21/01/2024 07:25,2024-01-21 07:25:00,ONLINE,ONLINE,ORDER,O-202400631,O-202400631,OL-0001860,OL-0001860,,,,0,P1040,P1040,1,Manta Boreal 140x200,Textil hogar,Mantas,2,2.0,2.0,30.90,30.9,30,30.0,"18,54",18.54,43.26,43.26,43.26,EUR,21,21.51,43.02,0.23999999999999488,Tarjeta,Entregado,web,,,O-202400631,OL-0001860,,,,,1,1,Manta Boreal 140x200,30.52,Descatalogado
F001874,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025/09/22 08:53:37,2025-09-22 08:53:37,ONLINE,ONLINE,ORDER,O-202400632,O-202400632,OL-0001861,OL-0001861,,C0071,C0071,1,P1050,P1050,1,Cama Brisa Compact,Muebles,Camas,1,1.0,1.0,177,177.0,,,,,"177,47",177.47,177.47,EUR,21,115.02,115.02,62.45,,Entregado,web,,,O-202400632,OL-0001861,,,,,1,1,Cama Brisa Compact,190.66,Activo
F001875,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025/09/22 08:53:37,2025-09-22 08:53:37,ONLINE,ONLINE,ORDER,O-202400632,O-202400632,OL-0001862,OL-0001862,,C0071,C0071,1,P1016,P1016,1,"Aplique Élite ""Star""",Iluminación,Apliques,2,2.0,2.0,314.77,314.77,5,5.0,31.48,31.48,598.06,598.06,598.06,EUR,21,126.21,252.42,345.64,,Entregado,web,,,O-202400632,OL-0001862,,,,,1,1,"Aplique Élite ""Star""",300.77,Descatalogado
F001876,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025/09/22 08:53:37,2025-09-22 08:53:37,ONLINE,ONLINE,ORDER,O-202400632,O-202400632,OL-0001863,OL-0001863,,C0071,C0071,1,P1025,P1025,1,Figura Nórdico ★,Decoración,Figuras,1,1.0,1.0,€87.00,87.0,10,10.0,8.70,8.7,78,78.0,78.0,EUR,21,46.11,46.11,31.89,,Entregado,web,,,O-202400632,OL-0001863,,,,,1,1,Figura Nórdico ★,90.09,Descatalogado
F001877,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/24 06:34:41,2024-07-24 06:34:41,ONLINE,ONLINE,ORDER,O-202400633,O-202400633,OL-0001864,OL-0001864,,C0043,C0043,1,P1086,P1086,1,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,2,2.0,2.0,181.35,181.35,30,30.0,108.81,108.81,€253.89,253.89,253.89,EUR,21,131.76,263.52,-9.629999999999995,ContraReembolso,Devuelto Parcial,app,,,O-202400633,OL-0001864,,,,,1,1,"Lámparas mesa Eco ""Star""",192.1,Activo
F001878,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/24 06:34:41,2024-07-24 06:34:41,ONLINE,ONLINE,ORDER,O-202400633,O-202400633,OL-0001865,OL-0001865,,C0043,C0043,1,P1031,P1031,1,Cama Nórdico 3 plazas,Muebles,Camas,1,1.0,1.0,"1087,96",1087.96,,,,,€1087.96,1087.96,1087.96,EUR,21,773.05,773.05,314.9100000000001,ContraReembolso,Devuelto Parcial,app,,,O-202400633,OL-0001865,,,,,1,1,Cama Nórdico 3 plazas,1136.89,Activo
F001879,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/24 06:34:41,2024-07-24 06:34:41,ONLINE,ONLINE,ORDER,O-202400633,O-202400633,OL-0001866,OL-0001866,,C0043,C0043,1,P1049,P1049,1,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,1,1.0,1.0,383.82,383.82,20,20.0,77,77.0,"307,06",307.06,307.06,EUR,21,255.88,255.88,51.18000000000001,ContraReembolso,Devuelto Parcial,app,,,O-202400633,OL-0001866,,,,,1,1,"Lámparas techo Boreal ""Star""",368.25,Descatalogado
F001880,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/24 06:34:41,2024-07-24 06:34:41,ONLINE,ONLINE,ORDER,O-202400633,O-202400633,OL-0001867,OL-0001867,,C0043,C0043,1,P1090,P1090,1,Armario Sol XL,Muebles,Armarios,1,1.0,1.0,1166.18,1166.18,30,30.0,349.85,349.85,"816,33",816.33,816.33,EUR,21,753.51,753.51,62.82000000000005,ContraReembolso,Devuelto Parcial,app,,,O-202400633,OL-0001867,,,,,1,1,Armario Sol XL,1207.99,Activo
F001881,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/24 06:34:41,2024-07-24 06:34:41,ONLINE,ONLINE,ORDER,O-202400633,O-202400633,OL-0001868,OL-0001868,,C0043,C0043,1,P1065,P1065,1,Sofá Atlas 3 plazas,Muebles,Sofás,1,1.0,1.0,1088.70,1088.7,5,5.0,"54,44",54.44,1034.26,1034.26,1034.26,EUR,21,412.52,412.52,621.74,ContraReembolso,Devuelto Parcial,app,,,O-202400633,OL-0001868,,,,,1,1,Sofá Atlas 3 plazas,1087.01,Activo
F001882,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-02-16 02:46:04,2024-02-16 02:46:04,ONLINE,ONLINE,ORDER,O-202400634,O-202400634,OL-0001869,OL-0001869,,,,0,P1061,P1061,1,Sábana Minimal 200x300,Textil hogar,Sábanas,0,0.0,0.0,"194,81",194.81,15,15.0,0.00,0.0,0.00,0.0,0.0,EUR,21,128.73,0.0,0.0,ContraReembolso,Entregado,app,,,O-202400634,OL-0001869,,,,,1,1,Sábana Minimal 200x300,200.88,Activo
F001883,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-02-16 02:46:04,2024-02-16 02:46:04,ONLINE,ONLINE,ORDER,O-202400634,O-202400634,OL-0001870,OL-0001870,,,,0,P1052,P1052,1,Cama Vintage 3 plazas,Muebles,Camas,1,1.0,1.0,684.21,684.21,110,110.0,752.63,752.63,"-68,42",-68.42,68.42,EUR,21,513.63,513.63,-582.05,ContraReembolso,Entregado,app,,,O-202400634,OL-0001870,,,,,1,1,Cama Vintage 3 plazas,700.64,Activo
F001884,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-02-16 02:46:04,2024-02-16 02:46:04,ONLINE,ONLINE,ORDER,O-202400634,O-202400634,OL-0001871,OL-0001871,,,,0,P1058,P1058,1,Manta Nórdico 140x200,Textil hogar,Mantas,1,1.0,1.0,,,,,,,62.97,62.97,62.97,EUR,21,39.18,39.18,23.79,ContraReembolso,Entregado,app,,,O-202400634,OL-0001871,,,,,1,1,Manta Nórdico 140x200,64.7,Activo
F001885,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-23 20:54:05,2025-03-23 20:54:05,ONLINE,ONLINE,ORDER,O-202400635,O-202400635,OL-0001872,OL-0001872,,C0017,C0017,1,P1011,P1011,1,Vela Eco ★,Decoración,Velas,1,1.0,1.0,84.83,84.83,0,0.0,0.00,0.0,"84,83",84.83,84.83,EUR,21,68.81,68.81,16.019999999999996,ApplePay,Entregado,app,,,O-202400635,OL-0001872,,,,,1,1,Vela Eco ★,92.55,Activo
F001886,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-23 20:54:05,2025-03-23 20:54:05,ONLINE,ONLINE,ORDER,O-202400635,O-202400635,OL-0001873,OL-0001873,,C0017,C0017,1,P1021,P1021,1,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,1.0,1.0,293.75,293.75,,,,,294,294.0,294.0,EUR,21,153.44,153.44,140.56,ApplePay,Entregado,app,,,O-202400635,OL-0001873,,,,,1,1,"Bombilla Brisa ""Star""",305.88,Activo
F001887,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-23 20:54:05,2025-03-23 20:54:05,ONLINE,ONLINE,ORDER,O-202400635,O-202400635,OL-0001874,OL-0001874,,C0017,C0017,1,P1090,P1090,1,Armario Sol XL,Muebles,Armarios,1,1.0,1.0,1264.87,1264.87,,,,,1264.87,1264.87,1264.87,EUR,21,753.51,753.51,511.3599999999999,ApplePay,Entregado,app,,,O-202400635,OL-0001874,,,,,1,1,Armario Sol XL,1207.99,Activo
F001888,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-23 20:54:05,2025-03-23 20:54:05,ONLINE,ONLINE,ORDER,O-202400635,O-202400635,OL-0001875,OL-0001875,,C0017,C0017,1,P1099,P1099,1,Figura Eco ★,Decoración,Figuras,1,1.0,1.0,176.65,176.65,25,25.0,44.16,44.16,132.49,132.49,132.49,EUR,21,79.26,79.26,53.230000000000004,ApplePay,Entregado,app,,,O-202400635,OL-0001875,,,,,1,1,Figura Eco ★,184.78,Activo
F001889,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-03-23 20:54:05,2025-03-23 20:54:05,ONLINE,ONLINE,ORDER,O-202400635,O-202400635,OL-0001876,OL-0001876,,C0017,C0017,1,P1062,P1062,1,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,1.0,1.0,201.76,201.76,,,,,201.76,201.76,201.76,EUR,21,124.89,124.89,76.86999999999999,ApplePay,Entregado,app,,,O-202400635,OL-0001876,,,,,1,1,Sábana Brisa Pack 4,200.87,Activo
F001890,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/04/24 04:02:47,2024-04-24 04:02:47,ONLINE,ONLINE,ORDER,O-202400636,O-202400636,OL-0001877,OL-0001877,,C0053,C0053,1,P1092,P1092,1,Armario Sol Compact,Muebles,Armarios,1,1.0,1.0,578.52,578.52,,,,,€578.52,578.52,578.52,EUR,21,368.27,368.27,210.25,Transferencia ,Entregado,web,,,O-202400636,OL-0001877,,,,,1,1,Armario Sol Compact,555.0,Descatalogado
F001891,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/04/24 04:02:47,2024-04-24 04:02:47,ONLINE,ONLINE,ORDER,O-202400636,O-202400636,OL-0001878,OL-0001878,,C0053,C0053,1,P1087,P1087,1,Jarrone Eco ★,Decoración,Jarrones,2,2.0,2.0,190,190.0,15,15.0,56.94,56.94,"322,68",322.68,322.68,EUR,21,105.39,210.78,111.9,Transferencia ,Entregado,web,,,O-202400636,OL-0001878,,,,,1,1,Jarrone Eco ★,192.94,Activo
F001892,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-04 05:46:34,2025-08-04 05:46:34,ONLINE,ONLINE,ORDER,O-202400637,O-202400637,OL-0001879,OL-0001879,,,,0,P1035,P1035,1,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,1.0,1.0,200.02,200.02,,,,,200,200.0,200.0,EUR,21,79.47,79.47,120.53,ApplePay,Entregado,,,,O-202400637,OL-0001879,,,,,1,1,Manta Brisa Set 2 uds,218.12,Activo
F001893,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-04 05:46:34,2025-08-04 05:46:34,ONLINE,ONLINE,ORDER,O-202400637,O-202400637,OL-0001880,OL-0001880,,,,0,P1036,P1036,1,Cortina Aurora 90x200,Textil hogar,Cortinas,1,1.0,1.0,€26.60,26.6,25,25.0,6.65,6.65,19.95,19.95,19.95,EUR,21,18.23,18.23,1.7199999999999989,ApplePay,Entregado,,,,O-202400637,OL-0001880,,,,,1,1,Cortina Aurora 90x200,26.11,Activo
F001894,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-04 05:46:34,2025-08-04 05:46:34,ONLINE,ONLINE,ORDER,O-202400637,O-202400637,OL-0001881,OL-0001881,,,,0,P1045,P1045,1,Sofá Aurora 120cm,Muebles,Sofás,1,1.0,1.0,€178.55,178.55,,,,,€178.55,178.55,178.55,EUR,21,125.27,125.27,53.280000000000015,ApplePay,Entregado,,,,O-202400637,OL-0001881,,,,,1,1,Sofá Aurora 120cm,170.98,Descatalogado
F001895,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-08-04 05:46:34,2025-08-04 05:46:34,ONLINE,ONLINE,ORDER,O-202400637,O-202400637,OL-0001882,OL-0001882,,,,0,P1091,P1091,1,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,1.0,1.0,€393.03,393.03,5,5.0,19.65,19.65,373,373.0,373.0,EUR,21,144.5,144.5,228.5,ApplePay,Entregado,,,,O-202400637,OL-0001882,,,,,1,1,"Bombilla Eco ""Star""",388.99,Descatalogado
F001896,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/28 10:26:40,2024-07-28 10:26:40,ONLINE,ONLINE,ORDER,O-202400638,O-202400638,OL-0001883,OL-0001883,,C0031,C0031,1,P1023,P1023,1,"Aplique Élite ""Star""",Iluminación,Apliques,1,1.0,1.0,,,0,0.0,0.00,0.0,"147,39",147.39,147.39,EUR,21,98.01,98.01,49.37999999999998,ApplePay,Entregado,web,,,O-202400638,OL-0001883,,,,,1,1,"Aplique Élite ""Star""",142.08,Descatalogado
F001897,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/28 10:26:40,2024-07-28 10:26:40,ONLINE,ONLINE,ORDER,O-202400638,O-202400638,OL-0001884,OL-0001884,,C0031,C0031,1,P1043,P1043,1,Cama Sol 3 plazas,Muebles,Camas,1,1.0,1.0,"866,28",866.28,30,30.0,€259.88,259.88,,606.4,606.4,EUR,21,315.71,315.71,290.69,ApplePay,Entregado,web,,,O-202400638,OL-0001884,,,,,1,1,Cama Sol 3 plazas,871.01,Descatalogado
F001898,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024/07/28 10:26:40,2024-07-28 10:26:40,ONLINE,ONLINE,ORDER,O-202400638,O-202400638,OL-0001885,OL-0001885,,C0031,C0031,1,P1091,P1091,1,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,2.0,2.0,373.34,373.34,30,30.0,€224.00,224.0,522.68,522.68,522.68,EUR,21,144.5,289.0,233.67999999999995,ApplePay,Entregado,web,,,O-202400638,OL-0001885,,,,,1,1,"Bombilla Eco ""Star""",388.99,Descatalogado
F001899,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-06 08:46:27,2024-07-06 08:46:27,ONLINE,ONLINE,ORDER,O-202400639,O-202400639,OL-0001886,OL-0001886,,,,0,P1096,P1096,1,Figura Vintage ★,Decoración,Figuras,1,1.0,1.0,€144.82,144.82,5,5.0,"7,24",7.24,"137,58",137.58,137.58,EUR,21,73.92,73.92,63.66000000000001,ContraReembolso,Entregado,marketplace,,,O-202400639,OL-0001886,,,,,1,1,Figura Vintage ★,144.85,Activo
F001900,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-06 08:46:27,2024-07-06 08:46:27,ONLINE,ONLINE,ORDER,O-202400639,O-202400639,OL-0001887,OL-0001887,,,,0,P1022,P1022,1,Armario Aurora 120cm,Muebles,Armarios,1,1.0,1.0,"750,86",750.86,,,,,750.86,750.86,750.86,EUR,21,537.32,537.32,213.53999999999996,ContraReembolso,Entregado,marketplace,,,O-202400639,OL-0001887,,,,,1,1,Armario Aurora 120cm,827.7,Activo
F001901,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-06 08:46:27,2024-07-06 08:46:27,ONLINE,ONLINE,ORDER,O-202400639,O-202400639,OL-0001888,OL-0001888,,,,0,P1062,P1062,1,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,1.0,1.0,"207,43",207.43,30,30.0,"62,23",62.23,€145.20,145.2,145.2,EUR,21,124.89,124.89,20.309999999999988,ContraReembolso,Entregado,marketplace,,,O-202400639,OL-0001888,,,,,1,1,Sábana Brisa Pack 4,200.87,Activo
F001902,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-07-06 08:46:27,2024-07-06 08:46:27,ONLINE,ONLINE,ORDER,O-202400639,O-202400639,OL-0001889,OL-0001889,,,,0,P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,1,1.0,1.0,41.83,41.83,,,,,"41,83",41.83,41.83,EUR,21,24.47,24.47,17.36,ContraReembolso,Entregado,marketplace,,,O-202400639,OL-0001889,,,,,1,1,Espejo Eco ★,45.73,Activo
F001903,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,13/07/2025 22:11,2025-07-13 22:11:00,ONLINE,ONLINE,ORDER,O-202400640,O-202400640,OL-0001890,OL-0001890,,C0081,C0081,1,P1002,P1002,1,Sábana Brisa 90x200,Textil hogar,Sábanas,1,1.0,1.0,153.79,153.79,110,110.0,169.17,169.17,-15.38,-15.38,15.38,EUR,21,106.71,106.71,-122.08999999999999,Transferencia,Pendiente,web,,,O-202400640,OL-0001890,,,,,1,1,Sábana Brisa 90x200,169.18,Activo
F001904,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,13/07/2025 22:11,2025-07-13 22:11:00,ONLINE,ONLINE,ORDER,O-202400640,O-202400640,OL-0001891,OL-0001891,,C0081,C0081,1,P1011,P1011,1,Vela Eco ★,Decoración,Velas,4,4.0,4.0,89.31,89.31,5,5.0,17.86,17.86,339.38,339.38,339.38,EUR,21,68.81,275.24,64.13999999999999,Transferencia,Pendiente,web,,,O-202400640,OL-0001891,,,,,1,1,Vela Eco ★,92.55,Activo
F001905,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,13/07/2025 22:11,2025-07-13 22:11:00,ONLINE,ONLINE,ORDER,O-202400640,O-202400640,OL-0001892,OL-0001892,,C0081,C0081,1,P101Z,P101Z,0,,,,3,3.0,3.0,664.67,664.67,25,25.0,498.50,498.5,"1495,51",1495.51,1495.51,EUR,,,,,Transferencia,Pendiente,web,,,O-202400640,OL-0001892,,,,,1,1,,,
F001906,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,13/07/2025 22:11,2025-07-13 22:11:00,ONLINE,ONLINE,ORDER,O-202400640,O-202400640,OL-0001893,OL-0001893,,C0081,C0081,1,P1054,P1054,1,Figura Minimal ★,Decoración,Figuras,1,1.0,1.0,114.76,114.76,0,0.0,"0,00",0.0,114.76,114.76,114.76,EUR,21,54.5,54.5,60.260000000000005,Transferencia,Pendiente,web,,,O-202400640,OL-0001893,,,,,1,1,Figura Minimal ★,110.1,Activo
F001907,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-19 17:29:09,2025-06-19 17:29:09,ONLINE,ONLINE,ORDER,O-202400641,O-202400641,OL-0001894,OL-0001894,,C0006,C0006,1,p10X1,P10X1,0,,,,1,1.0,1.0,794.70,794.7,25,25.0,198.68,198.68,596.02,596.02,596.02,EUR,,,,,Tarjeta,Devuelto Parcial,app,,,O-202400641,OL-0001894,,,,,1,1,,,
F001908,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2025-06-19 17:29:09,2025-06-19 17:29:09,ONLINE,ONLINE,ORDER,O-202400641,O-202400641,OL-0001895,OL-0001895,,C0006,C0006,1,P1070,P1070,1,"Aplique Boreal ""Star""",Iluminación,,1,1.0,1.0,€321.10,321.1,,,,,321.10,321.1,321.1,EUR,21,141.85,141.85,179.25000000000003,Tarjeta,Devuelto Parcial,app,,,O-202400641,OL-0001895,,,,,1,1,"Aplique Boreal ""Star""",307.12,Activo
F001909,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-13 14:38:55,2024-03-13 14:38:55,ONLINE,ONLINE,ORDER,O-202400642,O-202400642,OL-0001896,OL-0001896,,,,0,P1033,P1033,1,Cojine Sol ★,Decoración,Cojines,1,1.0,1.0,227.68,227.68,,,,,227.68,227.68,227.68,EUR,21,,,,Tarjeta,Devuelto Total,web,,,O-202400642,OL-0001896,,,,,1,1,Cojine Sol ★,245.88,Descatalogado
F001910,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-13 14:38:55,2024-03-13 14:38:55,ONLINE,ONLINE,ORDER,O-202400642,O-202400642,OL-0001897,OL-0001897,,,,0,P1035,P1035,1,Manta Brisa Set 2 uds,Textil hogar,Mantas,3,3.0,3.0,221.50,221.5,15,15.0,99.68,99.68,564.82,564.82,564.82,EUR,21,79.47,238.41,326.4100000000001,Tarjeta,Devuelto Total,web,,,O-202400642,OL-0001897,,,,,1,1,Manta Brisa Set 2 uds,218.12,Activo
F001911,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-13 14:38:55,2024-03-13 14:38:55,ONLINE,ONLINE,ORDER,O-202400642,O-202400642,OL-0001898,OL-0001898,,,,0,P1064,P1064,1,Estantería Minimal 120cm,Muebles,Estanterías,1,1.0,1.0,"450,74",450.74,,,,,450.74,450.74,450.74,EUR,21,210.29,210.29,240.45000000000002,Tarjeta,Devuelto Total,web,,,O-202400642,OL-0001898,,,,,1,1,Estantería Minimal 120cm,447.43,Activo
F001912,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-13 14:38:55,2024-03-13 14:38:55,ONLINE,ONLINE,ORDER,O-202400642,O-202400642,OL-0001899,OL-0001899,,,,0,P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,1,1.0,1.0,44.62,44.62,,,,,44.62,44.62,44.62,EUR,21,24.47,24.47,20.15,Tarjeta,Devuelto Total,web,,,O-202400642,OL-0001899,,,,,1,1,Espejo Eco ★,45.73,Activo
F001913,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-09 21:40:39,2024-03-09 21:40:39,ONLINE,ONLINE,ORDER,O-202400643,O-202400643,OL-0001900,OL-0001900,,C0090,C0090,1,P1057,P1057,1,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,1.0,1.0,123.57,123.57,10,10.0,12.36,12.36,111.21,111.21,111.21,EUR,21,51.93,51.93,59.279999999999994,PayPal,Entregado,,,,O-202400643,OL-0001900,,,,,1,1,"Lámparas pie Luna ""Star""",133.29,Descatalogado
F001914,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,2024-03-09 21:40:39,2024-03-09 21:40:39,ONLINE,ONLINE,ORDER,O-202400643,O-202400643,OL-0001901,OL-0001901,,C0090,C0090,1,P1017,P1017,1,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,1.0,1.0,63.85,63.85,110,110.0,70.24,70.24,"-6,39",-6.39,6.39,EUR,21,-12.5,-12.5,6.11,PayPal,Entregado,,,,O-202400643,OL-0001901,,,,,1,1,"Lámparas techo Zen ""Star""",66.47,Activo
F001915,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,24/06/2024 05:57,2024-06-24 05:57:00,ONLINE,ONLINE,ORDER,O-202400644,O-202400644,OL-0001902,OL-0001902,,,,0,P1084,P1084,1,Espejo Eco ★,Decoración,Espejos,1,1.0,1.0,47.89,47.89,,,,,"47,89",47.89,47.89,EUR,21,24.47,24.47,23.42,Bizum,Entregado,app,,,O-202400644,OL-0001902,,,,,1,1,Espejo Eco ★,45.73,Activo
F001916,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,24/06/2024 05:57,2024-06-24 05:57:00,ONLINE,ONLINE,ORDER,O-202400644,O-202400644,OL-0001903,OL-0001903,,,,0,P1083,P1083,1,"Aplique Aurora ""Star""",Iluminación,,1,1.0,1.0,,,25,25.0,91.72,91.72,275.18,275.18,275.18,EUR,21,219.73,219.73,55.45000000000002,Bizum,Entregado,app,,,O-202400644,OL-0001903,,,,,1,1,"Aplique Aurora ""Star""",393.42,Activo
F001917,ECOM,lineas_pedido.csv,ONLINE,ONLINE,VENTA,0,24/06/2024 05:57,2024-06-24 05:57:00,ONLINE,ONLINE,ORDER,O-202400644,O-202400644,OL-0001904,OL-0001904,,,,0,SKU-1019,SKU-1019,1,Vela Aurora ★,Decoración,Velas,1,1.0,1.0,44.84,44.84,20,20.0,8.97,8.97,35.87,35.87,35.87,EUR,21,23.98,23.98,11.889999999999997,Bizum,Entregado,app,,,O-202400644,OL-0001904,,,,,1,1,Vela Aurora ★,47.65,Descatalogado
