order_line_id,order_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,iva_pct
OL-0000977,O-202400339,P1073,Espejo Minimal ★,Decoración,Espejos,1,115.77,,,115.77,21
OL-0000978,O-202400339,P1032,Figura Minimal ★,Decoración,Lamparas mesa,2,,10,24.78,223.04,21
OL-0000979,O-202400340,P1097,Sofá Eco 120cm,Muebles,Sofás,1,755.00,25,188.75,566.25,21
OL-0000980,O-202400341,P1083,"Aplique Aurora ""Star""",Iluminación,,3,354.48,30,319.03,"744,41",10
OL-0000981,O-202400341,sku-1019,Vela Aurora ★,Decoración,Velas,1,,20,8.64,34.55,10
OL-0000982,O-202400341,P1069,Sofá Zen 120cm,Muebles,Sofás,1,,,,500.44,21
OL-0000983,O-202400341,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,27.75,5,1,"26,36",21
OL-0000984,O-202400342,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,360.25,30,108.08,"252,17",10
OL-0000985,O-202400342,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,€220.67,,,220.67,21
OL-0000986,O-202400342,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,2,"50,84",10,10.17,91.51,21
OL-0000987,O-202400342,p1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,20.05,,,40.10,21
OL-0000988,O-202400343,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,1,51.07,,,51.07,21
OL-0000989,O-202400343,P1085,Sofá Boreal Compact,Muebles,Sofás,1,1196.71,,,€1196.71,21
OL-0000990,O-202400343,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,463.44,5,€23.17,440.27,21
OL-0000991,O-202400344,p1047,Sofá Atlas 3 plazas,Muebles,Sofás,3,503.72,,,1511.16,21
OL-0000992,O-202400345,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,"31,98",5,"1,60",30.38,21
OL-0000993,O-202400345,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,€55.69,20,€11.14,44.55,21
OL-0000994,O-202400346,p1077,"Aplique Atlas ""Star""",Iluminación,,2,"217,99",5,21.80,"414,18",21
OL-0000995,O-202400346,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,195.72,20,39.14,156.58,10
OL-0000996,O-202400346,P9999,,,,2,,,,1774.20,21
OL-0000997,O-202400347,P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,1,"52,71",,,€52.71,21
OL-0000998,O-202400347,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,3,511.11,0,0.00,1533.33,21
OL-0000999,O-202400347,P1080,Espejo Boreal ★,Decoración,Espejos,1,182.25,110,200.48,-18.23,21
OL-0001000,O-202400347,p1005,,,,1,,,,"386,49",21
OL-0001001,O-202400347,P1029,Figura Luna ★,Decoración,Figuras,2,50.72,,,€101.44,10
OL-0001002,O-202400347,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,62.74,30,18.82,43.92,21
OL-0001003,O-202400348,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,430.20,30,129.06,301.14,21
OL-0001004,O-202400348,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,2,94,10,18.83,€169.49,21
OL-0001005,O-202400348,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,2,€64.29,,,128.58,21
OL-0001006,O-202400349,P1059,Armario Minimal 120cm,Muebles,Armarios,1,766.29,25,€191.57,"574,72",21
OL-0001007,O-202400349,P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,1,,5,4.47,85.01,21
OL-0001008,O-202400349, P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,69.49,,,69.49,21
OL-0001009,O-202400349,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,1,,15,26.46,"149,94",21
OL-0001010,O-202400350,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,3,52.24,30,47.02,109.70,21
OL-0001011,O-202400350,P1054,Figura Minimal ★,Decoración,Figuras,1,112,5,"5,62","106,86",10
OL-0001012,O-202400350,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,"421,65",0,0.00,421.65,21
OL-0001013,O-202400351,P1033,Cojine Sol ★,Decoración,Cojines,2,234.84,30,140.90,328.78,21
OL-0001014,O-202400351,P1087,Jarrone Eco ★,Decoración,Jarrones,2,177.64,25,88.82,266.46,21
OL-0001015,O-202400351,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,32.60,25,8,€24.45,21
OL-0001016,O-202400352,P1025,Figura Nórdico ★,Decoración,Figuras,1,94.10,30,"28,23",65.87,10
OL-0001017,O-202400352,P1026,Cuadro Vintage ★,Decoración,Cuadros,2,87.46,0,0,174.92,21
OL-0001018,O-202400352,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,54.18,25,27.09,81.27,10
OL-0001019,O-202400352,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,2,101.20,,,202.40,21
OL-0001020,O-202400352,P1033,Cojine Sol ★,Decoración,Cojines,1,"235,55",20,47.11,188.44,10
OL-0001021,O-202400352,P1075,Cuadro Luna ★,Decoración,Cuadros,4,33.34,0,0.00,"133,36",10
OL-0001022,O-202400353,p1005,Producto desconocido,N/A,,2,"713,32",20,"285,33",1141.31,21
OL-0001023,O-202400353,P1050,Cama Brisa Compact,Muebles,Camas,1,191.40,5,9.57,€181.83,21
OL-0001024,O-202400353,P1087,Jarrone Eco ★,Decoración,Jarrones,2,194.65,30,116.79,€272.51,21
OL-0001025,O-202400353,P1092,Armario Sol Compact,Muebles,Armarios,1,560.22,5,28,532.21,21
OL-0001026,O-202400353,P1016,"Aplique Élite ""Star""",Iluminación,,1,283.18,25,70.80,212.38,21
OL-0001027,O-202400354,,,,,2,192.86,25,"96,43",289.29,21
OL-0001028,O-202400354,P1053,"Aplique Nórdico ""Star""",Iluminación,,1,234.90,25,59,"176,17",10
OL-0001029,O-202400354,P1010,Cama Sol Compact,Muebles,Camas,-1,€834.76,25,0.00,-834.76,21
OL-0001030,O-202400355,P1043,Cama Sol 3 plazas,Muebles,Camas,1,"830,43",20,166,664.34,21
OL-0001031,O-202400356,P1029,Figura Luna ★,Decoración,Figuras,3,48.41,110,159.75,-15,10
OL-0001032,O-202400356,p1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,96.16,25,"24,04",€72.12,10
OL-0001033,O-202400356,P1082,Vela Vintage ★,Decoración,Velas,2,234.71,,,469.42,21
OL-0001034,O-202400356,P1070,"Aplique Boreal ""Star""",Iluminación,,0,297.82,30,0.00,0.00,10
OL-0001035,O-202400357,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,102.42,10,10.24,€92.18,10
OL-0001036,O-202400357,P1022,Armario Aurora 120cm,Muebles,Armarios,1,749.82,,,749.82,21
OL-0001037,O-202400357,P1018,Cojine Minimal ★,Decoración,Cojines,1,184.40,,,"184,40",21
OL-0001038,O-202400358,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,1,140.39,10,"14,04",126,10
OL-0001039,O-202400358,P1054,Figura Minimal ★,Decoración,Figuras,1,"113,83",15,17.07,96.76,10
OL-0001040,O-202400358,P1066,Jarrón Brisa 💠,Iluminación,Lámparas pie,1,80.47,0,0.00,80.47,10
OL-0001041,O-202400358,P1055,Cuadro Luna ★,Decoración,,1,130.09,-5,-6.50,136.59,10
OL-0001042,O-202400359,SKU-1010,,,,1,416.93,5,20.85,"396,08",21
OL-0001043,O-202400359,P1042,Espejo Minimal ★,Decoración,Espejos,1,69.83,,,"69,83",21
OL-0001044,O-202400360,P1093,Sofá Atlas XL,Muebles,Sofás,2,€458.39,,,916.78,21
OL-0001045,O-202400360,P1030,Sofá Vintage XL,Muebles,Sofás,4,1045.33,10,418.13,3763.19,21
OL-0001046,O-202400361,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,435.56,0,0.00,435.56,21
OL-0001047,O-202400361,P1063,Armario Brisa 160cm,Muebles,Armarios,1,397.16,,,"397,16",21
OL-0001048,O-202400361,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,357.25,0,0.00,714.50,10
OL-0001049,O-202400361,,Producto desconocido,,,1,996.92,15,"149,54",847.38,21
OL-0001050,O-202400361,P1051,Alfombra Aurora Set 2 uds,Textil hogar,,1,23.53,30,7.06,16.47,21
OL-0001051,O-202400361,P1045,Sofá Aurora 120cm,Muebles,Sofás,2,161.85,-5,-16.18,339.88,21
OL-0001052,O-202400362,P1018,Cojine Minimal ★,Decoración,Cojines,1,176.22,,,176.22,10
OL-0001053,O-202400362,P1007,Figura Boreal ★,Decoración,Figuras,1,226.74,,,226.74,21
OL-0001054,O-202400362,P1010,Cama Sol Compact,Muebles,Camas,2,880.34,20,352.14,1408.54,21
OL-0001055,O-202400362,P1077,"Aplique Atlas ""Star""",Iluminación,,1,203.23,20,40.65,"162,58",10
OL-0001056,O-202400363,P1055,Cuadro Luna ★,Decoración,Cuadros,4,118.79,,,475.16,10
OL-0001057,O-202400363,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,"225,55",,,225.55,21
OL-0001058,O-202400363,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,2,65,,,€129.24,10
OL-0001059,O-202400363,P1007,Figura Boreal ★,Decoración,Figuras,1,"218,15",25,54.54,163.61,21
OL-0001060,O-202400363,P1093,Sofá Atlas XL,Muebles,Sofás,1,414,10,41.44,"373,00",21
OL-0001061,O-202400364,P1093,Sofá Atlas XL,Muebles,Sofás,1,407.91,10,€40.79,367.12,21
OL-0001062,O-202400364,P1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,€359.92,30,107.98,251.94,10
OL-0001063,O-202400364,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,€222.08,25,55.52,€166.56,21
OL-0001064,O-202400365,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,162.54,0,0.00,162.54,21
OL-0001065,O-202400365,P1098,Espejo Boreal ★,Decoración,Espejos,1,226.30,25,56.58,"169,72",21
OL-0001066,O-202400366,P1069,Sofá Zen 120cm,Muebles,Sofás,1,485.03,,,€485.03,21
OL-0001067,O-202400366,P1014,Cuadro Zen ★,Decoración,Cuadros,1,69.00,10,7,"62,10",21
OL-0001068,O-202400367,P1083,"Aplique Aurora ""Star""",Iluminación,,0,"377,32",,,0.00,10
OL-0001069,O-202400368,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,2,116.74,,,233.48,21
OL-0001070,O-202400369,P1069,Sofá Zen 120cm,Muebles,Sofás,1,487.31,20,97.46,389.85,21
OL-0001071,O-202400369,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,54.84,15,8.23,46.61,21
OL-0001072,O-202400369,P1083,"Aplique Aurora ""Star""",Iluminación,,1,357.92,15,54,304.23,21
OL-0001073,O-202400369,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,1,"308,53",,,"308,53",21
OL-0001074,O-202400370,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,27.51,5,1.38,26.13,21
OL-0001075,O-202400370,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,280.35,30,84.11,196.24,21
OL-0001076,O-202400370,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,2,€337.15,25,168.57,€505.73,21
OL-0001077,O-202400370,P1082,Vela Vintage ★,Decoración,Velas,1,214,,,214.10,21
OL-0001078,O-202400371,P1050,Cama Brisa Compact,Muebles,Camas,1,€199.27,5,9.96,€189.31,21
OL-0001079,O-202400371,P1042,Espejo Minimal ★,Decoración,Espejos,1,79.32,30,23.80,"55,52",10
OL-0001080,O-202400371,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,1,210.13,25,52.53,157.60,10
OL-0001081,O-202400371,P1011,Vela Eco ★,Decoración,Velas,2,94,,,187.62,10
OL-0001082,O-202400371,P1087,Jarrone Eco ★,Decoración,Jarrones,1,192,30,57.49,134.15,21
OL-0001083,O-202400372,p1069,Sofá Zen 120cm,Muebles,Sofás,2,481,,,962,21
OL-0001084,O-202400372,P1099,Figura Eco ★,Decoración,Figuras,3,187.49,0,0.00,562.47,10
OL-0001085,O-202400372,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,1,179.93,15,€26.99,152.94,21
OL-0001086,O-202400373,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,184,30,55.18,128.77,21
OL-0001087,O-202400373,,Producto desconocido,,,1,554,10,55.42,498.77,21
OL-0001088,O-202400373,P1001,Cuadro Atlas ★,Decoración,Cuadros,3,31.42,,,94.26,21
OL-0001089,O-202400373,P1014,Cuadro Zen ★,Decoración,Cuadros,1,64.84,5,3.24,61.60,21
OL-0001090,O-202400373,P1014,Cuadro Zen ★,Decoración,,1,64.32,,,64.32,10
OL-0001091,O-202400374,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,0,283.21,,,0.00,10
OL-0001092,O-202400374,P1043,Cama Sol 3 plazas,Muebles,Camas,1,863.39,0,0.00,863.39,21
OL-0001093,O-202400375,P1052,Cama Vintage 3 plazas,Muebles,Camas,1,682.30,,,,21
OL-0001094,O-202400375,P1043,Cama Sol 3 plazas,Muebles,Camas,1,841.64,20,168.33,"673,31",21
OL-0001095,O-202400375,p1016,"Aplique Élite ""Star""",Iluminación,Apliques,2,311.09,,,622.18,10
OL-0001096,O-202400376,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,2,50.62,20,20.25,80.99,21
OL-0001097,O-202400377,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,106.42,25,€26.61,80,21
OL-0001098,O-202400377,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,225.82,10,22.58,"203,24",21
OL-0001099,O-202400377,P1042,Espejo Minimal ★,Decoración,Espejos,2,,0,0.00,,21
OL-0001100,O-202400377,P1041,Vela Luna ★,Decoración,Velas,1,112.07,20,22.41,89.66,21
OL-0001101,O-202400377,P1024,Cojine Vintage ★,Decoración,Cojines,2,"190,12",30,"114,07",266.17,10
OL-0001102,O-202400377,P1036,Cortina Aurora 90x200,Textil hogar,,1,26.62,25,6.66,"19,96",21
OL-0001103,O-202400378,P1042,Espejo Minimal ★,Decoración,Espejos,2,76.77,0,€0.00,153.54,21
OL-0001104,O-202400378,P1032,Figura Minimal ★,Decoración,Lamparas mesa,1,127.52,5,6.38,121.14,21
OL-0001105,O-202400378,P1039,Cuadro Nórdico ★,Decoración,Cuadros,3,244.96,20,146.98,587.90,10
OL-0001106,O-202400379,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,2,22.81,15,6.84,38.78,10
OL-0001107,O-202400379,P1026,Cuadro Vintage ★,Decoración,Cuadros,1,85.51,5,€4.28,81.23,21
OL-0001108,O-202400379,P1035,Manta Brisa Set 2 uds,Textil hogar,,3,222.90,10,66.87,601.83,21
OL-0001109,O-202400380,P1030,Sofá Vintage XL,Muebles,Sofás,1,"1026,62",,,1026.62,21
OL-0001110,O-202400380,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,,30,145.25,338.93,21
OL-0001111,O-202400380,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,20.61,5,1,€19.58,21
OL-0001112,O-202400380,P1079,Cuadro Boreal ★,Decoración,Cuadros,3,165.53,15,74.49,"422,10",10
OL-0001113,O-202400381,P1079,Cuadro Boreal ★,Decoración,Cuadros,3,144.88,0,"0,00",434.64,21
OL-0001114,O-202400381,P1054,Figura Minimal ★,Decoración,Figuras,1,€111.31,,,111.31,10
OL-0001115,O-202400381,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,304.72,,,304.72,21
OL-0001116,O-202400382, P1068,"Lámparas mesa Minimal ""Star""",Iluminación,Lámparas mesa,1,47.95,,,"47,95",10
OL-0001117,O-202400382,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,151.21,5,7.56,143.65,10
OL-0001118,O-202400382,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,281.26,5,"14,06",267.20,10
OL-0001119,O-202400382,P1053,"Aplique Nórdico ""Star""",Iluminación,,2,233.17,25,116.58,€349.76,10
OL-0001120,O-202400382,P1037,"Bombilla Boreal ""Star""",Iluminación,Bombillas,2,51.40,,,102.80,10
OL-0001121,O-202400382,P1079,Cuadro Boreal ★,Decoración,Cuadros,2,"144,85",20,57.94,231.76,21
OL-0001122,O-202400383,P1053,"Aplique Nórdico ""Star""",Iluminación,,2,227.99,20,91.20,364.78,21
OL-0001123,O-202400383,P1002,Sábana Brisa 90x200,Textil hogar,,1,162.61,20,€32.52,130.09,21
OL-0001124,O-202400383,P1024,Cojine Vintage ★,Decoración,Cojines,1,167.64,,,"167,64",10
OL-0001125,O-202400384,P1083,"Aplique Aurora ""Star""",Iluminación,,2,€391.28,,,782.56,21
OL-0001126,O-202400384,P1062,Sábana Brisa Pack 4,Textil hogar,,1,206.49,15,30.97,175.52,21
OL-0001127,O-202400384,P1042,Espejo Minimal ★,Decoración,Espejos,1,70.06,5,"3,50",66.56,21
OL-0001128,O-202400385,P1010,Cama Sol Compact,Muebles,Camas,4,913.51,0,0.00,3654.04,21
OL-0001129,O-202400385,P1080,Espejo Boreal ★,Decoración,Espejos,1,210.20,,,,21
OL-0001130,O-202400385,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,,25,25.66,"76,96",21
OL-0001131,O-202400386,P1014,Cuadro Zen ★,Decoración,Cuadros,1,62.97,,,"62,97",10
OL-0001132,O-202400386,P1090,Armario Sol XL,Muebles,Armarios,2,,,,2331.14,21
OL-0001133,O-202400386,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,1,282.99,15,42.45,240.54,21
OL-0001134,O-202400386,P1096,Figura Vintage ★,Decoración,Figuras,2,150.08,,,300.16,10
OL-0001135,O-202400387,P1054,Figura Minimal ★,Decoración,Figuras,1,"108,79",25,27.20,81.59,10
OL-0001136,O-202400387,P1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,402.55,0,0.00,805.10,10
OL-0001137,O-202400387,P1088,Espejo Élite ★,Decoración,Espejos,1,145.53,0,0.00,"145,53",10
OL-0001138,O-202400387,P1014,Cuadro Zen ★,Decoración,Cuadros,1,64.79,0,€0.00,64.79,10
OL-0001139,O-202400388,P1094,"Bombilla Zen ""Star""",Iluminación,Bombillas,2,284.01,30,€170.41,397.61,21
OL-0001140,O-202400388,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,115.51,,,115.51,21
OL-0001141,O-202400388,P1014,Cuadro Zen ★,Decoración,Cuadros,1,"66,49",25,16.62,49.87,21
OL-0001142,O-202400388,P1024,Cojine Vintage ★,Decoración,Cojines,1,185.44,20,37,148.35,21
OL-0001143,O-202400389,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,"57,45",,,"57,45",21
OL-0001144,O-202400389, P1088,Espejo Élite ★,Decoración,Espejos,-1,151.61,,,-151.61,10
OL-0001145,O-202400389,P1085,Sofá Boreal Compact,Muebles,Sofás,1,1111.14,30,"333,34",777.80,21
OL-0001146,O-202400389,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,403.37,25,101,302.53,21
OL-0001147,O-202400389,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,105.11,25,26.28,78.83,21
OL-0001148,O-202400389,P1093,Sofá Atlas XL,Muebles,Sofás,1,451.53,,,451.53,21
OL-0001149,O-202400390,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,-1,"208,04",15,0.00,-208.04,21
OL-0001150,O-202400390,P1044,"Bombilla Eco ""Star""",Iluminación,Bombillas,1,€49.13,10,5,44.22,10
OL-0001151,O-202400391,P1099,Figura Eco ★,Decoración,Figuras,2,189.41,,,€378.82,10
OL-0001152,O-202400391,P1004,Cama Sol 120cm,decoración,Camas,1,1094,5,"54,70","1039,37",21
OL-0001153,O-202400391,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,€28.97,,,28.97,21
OL-0001154,O-202400392,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,€72.02,15,10.80,61,21
OL-0001155,O-202400392,P1032,Figura Minimal ★,Decoración,Lamparas mesa,-1,"122,15",,,"-122,15",10
OL-0001156,O-202400393,P1033,Cojine Sol ★,Decoración,Cojines,1,243,,,243.07,21
OL-0001157,O-202400393,P1064,Estantería Minimal 120cm,Muebles,Estanterías,2,442.27,30,265.36,619.18,21
OL-0001158,O-202400393,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,2,109.63,,,219.26,21
OL-0001159,O-202400394,P1040,Manta Boreal 140x200,Textil hogar,Mantas,2,28.59,20,11.44,46,21
OL-0001160,O-202400394,P1073,Espejo Minimal ★,Decoración,Espejos,1,105.25,,,105.25,21
OL-0001161,O-202400394, P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,"20,84",20,4.17,"16,67",10
OL-0001162,O-202400394,P1043,Cama Sol 3 plazas,Muebles,Camas,1,852.32,,,"852,32",21
OL-0001163,O-202400395,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,€51.05,5,"2,55",48.50,21
OL-0001164,O-202400395,P1096,Figura Vintage ★,Decoración,Figuras,2,132.10,5,13.21,250.99,10
OL-0001165,O-202400395,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,22.07,,,44,21
OL-0001166,O-202400395,P1096,Figura Vintage ★,Decoración,Figuras,2,141.88,30,85.13,198.63,10
OL-0001167,O-202400396,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,3,24.74,30,€22.27,51.95,21
OL-0001168,O-202400396,P1041,Vela Luna ★,Decoración,Velas,2,123.56,0,0.00,247.12,21
OL-0001169,O-202400396,P1040,Manta Boreal 140x200,Textil hogar,Mantas,1,29.36,-5,-1.47,30.83,21
OL-0001170,O-202400397,P1007,Figura Boreal ★,Decoración,Figuras,1,244.92,,,"244,92",10
OL-0001171,O-202400397,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,2,138.73,15,41.62,"235,84",21
OL-0001172,O-202400398,P1085,Sofá Boreal Compact,Muebles,Sofás,2,1092.88,110,2404.34,-218.58,21
OL-0001173,O-202400398,P1083,"Aplique Aurora ""Star""",Iluminación,,2,359.74,,,719.48,21
OL-0001174,O-202400398,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,2,62.22,30,"37,33",87.11,21
OL-0001175,O-202400398,P1030,Sofá Vintage XL,Muebles,Sofás,1,1050.94,5,53,998.39,21
OL-0001176,O-202400398,P1048,Mesa Minimal 160cm,Muebles,Mesas,2,428.69,25,214.34,643.04,21
OL-0001177,O-202400399,SKU-9999,,,,1,603.91,30,181.17,422.74,21
OL-0001178,O-202400399,P1050,Cama Brisa Compact,Muebles,Camas,1,185.01,-5,-9.25,€194.26,21
OL-0001179,O-202400400,P1085,Sofá Boreal Compact,Muebles,Sofás,1,,25,284.96,854.90,21
OL-0001180,O-202400400,P1055,Cuadro Luna ★,Decoración,Cuadros,1,,25,29.39,€88.18,10
OL-0001181,O-202400400,p1081,"Bombilla Élite ""Star""",Iluminación,Bombillas,1,389.69,,,389.69,21
OL-0001182,O-202400401,P1042,Espejo Minimal ★,Decoración,Espejos,1,71.02,0,0,71.02,21
OL-0001183,O-202400401,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,21.29,10,€2.13,19.16,21
OL-0001184,O-202400401,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,710.69,,,710.69,21
OL-0001185,O-202400402,P1032,Figura Minimal ★,Decoración,Lamparas mesa,1,"126,24",5,6.31,119.93,21
OL-0001186,O-202400402,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,,30,€33.30,77.70,21
OL-0001187,O-202400402,P1029,Figura Luna ★,Decoración,Figuras,2,48.76,25,24.38,"73,14",21
OL-0001188,O-202400403,P1029,Figura Luna ★,Decoración,Figuras,1,"53,46",15,8.02,45.44,10
OL-0001189,O-202400404,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,1,,25,"16,64",49.92,21
OL-0001190,O-202400404,P1063,Armario Brisa 160cm,Muebles,Armarios,1,420.42,0,0.00,420.42,21
OL-0001191,O-202400404,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,1,"201,26",10,20.13,181.13,21
OL-0001192,O-202400404, P1051,Alfombra Aurora Set 2 uds,Textil hogar,Alfombras,1,24.18,,,24.18,21
OL-0001193,O-202400404,P1045,Sofá Aurora 120cm,Muebles,Sofás,1,159.42,10,16,143.48,21
OL-0001194,O-202400405,P1055,Cuadro Luna ★,Decoración,Cuadros,1,115.82,0,0.00,"115,82",10
OL-0001195,O-202400405,P1065,Sofá Atlas 3 plazas,Muebles,Sofás,1,1076.04,25,269.01,807.03,21
OL-0001196,O-202400406,P1030,Sofá Vintage XL,Muebles,Sofás,1,€1022.82,10,102.28,920.54,21
OL-0001197,O-202400407,P9999,Producto desconocido,,,1,995.50,15,149.32,846.18,21
OL-0001198,O-202400407,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,54.55,,,55,21
OL-0001199,O-202400407,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,2,54.03,0,0.00,€108.06,21
OL-0001200,O-202400408,P1039,Cuadro Nórdico ★,Decoración,Cuadros,1,238.72,0,0.00,"238,72",21
OL-0001201,O-202400408,P1015,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,82.90,25,"20,73",62.17,10
OL-0001202,O-202400408,P1042,Espejo Minimal ★,Decoración,Espejos,2,"79,88",20,31.95,128,10
OL-0001203,O-202400409,P1012,Sábana Sol 140x200,Textil hogar,Sábanas,1,7.51,5,0,,21
OL-0001204,O-202400409,P1077,"Aplique Atlas ""Star""",Iluminación,Apliques,1,,,,217.26,10
OL-0001205,O-202400409,SKU-1019,Vela Aurora ★,Decoración,Velas,2,€48.69,30,29.21,,10
OL-0001206,O-202400409,P1085,Sofá Boreal Compact,Muebles,Sofás,1,1083.41,,,1083.41,21
OL-0001207,O-202400410,P1041,Vela Luna ★,Decoración,Velas,2,109.13,5,10.91,207.35,10
OL-0001208,O-202400410,P1018,Cojine Minimal ★,Decoración,Cojines,1,"180,32",,,180.32,10
OL-0001209,O-202400410,P1020,Alfombra Zen 200x300,Textil hogar,Alfombras,1,109.44,,,"109,44",21
OL-0001210,O-202400411,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,€20.46,10,2.05,18.41,21
OL-0001211,O-202400412,P1055,Cuadro Luna ★,Decoración,Cuadros,3,,0,0.00,373.62,21
OL-0001212,O-202400412,P1007,Figura Boreal ★,Decoración,Figuras,1,€217.97,25,54,163,10
OL-0001213,O-202400412,P1021,"Bombilla Brisa ""Star""",Iluminación,Bombillas,1,300.71,20,"60,14",240.57,10
OL-0001214,O-202400413,P1047,Sofá Atlas 3 plazas,Muebles,Sofás,1,485.12,10,48.51,€436.61,21
OL-0001215,O-202400413,P1016,"Aplique Élite ""Star""",Iluminación,Apliques,1,297.28,110,327.01,€-29.73,21
OL-0001216,O-202400413,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,3,309,15,138.87,786.90,21
OL-0001217,O-202400414, P1042,Espejo Minimal ★,Decoración,Espejos,1,€71.76,30,"21,53",50.23,10
OL-0001218,O-202400414,P1018,Cojine Minimal ★,Decoración,Cojines,1,175.04,,,175.04,10
OL-0001219,O-202400414,P1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,222.38,,,222.38,21
OL-0001220,O-202400414,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,28.52,,,28.52,21
OL-0001221,O-202400415,P1094,"Bombilla Zen ""Star""",Iluminación,,1,302.79,30,90.84,211.95,21
